# date      time      FWHM_X(px)      FWHM_Y(px)      FWHM_X(arcsec)      FWHM_Y(arcsec)
2024-11-27 01:23:22      42.43      23.77      5.69      3.19
2024-11-27 01:23:37      12.16      15.64      1.63      2.10
